Date,BTC,trend,ETH,XRP,LTC,EOS,ADA,DOGE,TRX,XLM,ZEC,ZRX,ETC,VET,DASH,IOTA,NEO,QTUM,KNC,MANA,XMR,BNB,ICX,LINK,XEM,ONT,BAT,OMG,REP,ARDR,SNT,BTS
2019/12/8,"7,524.40",0,151.17,0.22921,45.614,2.7398,0.038742,0.002287,0.014607,0.0558,29.3,0.23681,3.8981,0.007125,51.79,0.20659,9.0178,1.7459,0.24384,0.0267,53.643,15.64,0.13249,2.05,0.03621,0.02009,0.18848,0.7449,10.39,0.04912,0.010782,0.02009
2019/12/9,"7,355.80",0,147.88,0.22451,44.49,2.6567,0.037228,0.002281,0.014373,0.05465,30.93,0.23086,3.8001,0.006832,51.21,0.20227,8.7314,1.7328,0.22084,0.0266,54.414,15.44,0.13026,2.09,0.0352,0.01974,0.18505,0.7326,10.13,0.04882,0.010533,0.01974
2019/12/10,"7,235.70",0,145.86,0.22261,44.11,2.6034,0.036344,0.002306,0.014113,0.05313,30.01,0.22662,3.7726,0.006216,49.9,0.19753,8.5546,1.7415,0.19503,0.0272,52.702,15.02,0.12353,2.27,0.03447,0.01918,0.17444,0.7322,10.2,0.04608,0.010223,0.01918
2019/12/11,"7,208.00",0,143.51,0.22095,44.145,2.5767,0.036629,0.002304,0.014142,0.0528,31.38,0.22165,3.772,0.006071,49.74,0.19819,8.5209,1.7404,0.20216,0.0275,52.831,14.86,0.12472,2.18,0.03494,0.01927,0.17705,0.7186,10.16,0.04496,0.010201,0.01927
2019/12/12,"7,208.00",0,145.03,0.21851,43.615,2.5827,0.036522,0.002304,0.013758,0.05203,31.77,0.21651,3.8173,0.006214,49.87,0.19368,8.6552,1.8202,0.22185,0.0256,52.838,14.83,0.13003,2.11,0.0352,0.01881,0.17369,0.7111,10.05,0.04507,0.010083,0.01881
2019/12/13,"7,255.20",0,144.96,0.22057,44.44,2.6248,0.037186,0.002302,0.014052,0.05268,33.29,0.22019,3.8592,0.005894,50.66,0.1935,8.8881,1.863,0.21934,0.0261,52.406,14.91,0.13016,2.07,0.03596,0.01897,0.18787,0.7084,10.25,0.04489,0.01027,0.01897
2019/12/14,"7,080.80",0,142.03,0.21631,43.273,2.5652,0.03624,0.002294,0.01384,0.05093,32.07,0.21066,3.7985,0.005451,49.55,0.18925,8.7999,1.7566,0.20056,0.0252,51.253,14.53,0.12552,1.99,0.035,0.0184,0.17946,0.7049,9.87,0.04364,0.010066,0.0184
2019/12/15,"7,128.50",0,142.53,0.21746,43.472,2.563,0.036479,0.002275,0.013932,0.05101,32.89,0.20758,3.8054,0.00557,50.74,0.18713,8.9218,1.7554,0.21829,0.0264,50.624,14.55,0.12462,2.07,0.03529,0.01828,0.18393,0.7016,10.04,0.04398,0.010216,0.01828
2019/12/16,"6,903.50",0,132.78,0.20564,39.984,2.3704,0.034106,0.002249,0.013367,0.04706,29.55,0.19268,3.6811,0.005044,46.06,0.17386,8.3577,1.6563,0.23496,0.0266,49.158,13.61,0.11899,1.97,0.0336,0.01723,0.17485,0.6552,9.47,0.04267,0.009614,0.01723
2019/12/17,"6,613.30",0,122.06,0.18301,36.986,2.1946,0.031655,0.002207,0.012425,0.04314,27.74,0.17783,3.4686,0.004629,41.2,0.15735,7.8762,1.5291,0.20028,0.0256,45.034,12.37,0.10945,1.76,0.03,0.01563,0.15528,0.5905,8.64,0.04117,0.00891,0.01563
2019/12/18,"7,276.00",0,132.92,0.19574,40.778,2.458,0.034341,0.002247,0.013372,0.04651,29.24,0.20123,3.7666,0.005311,44.4,0.15841,8.7762,1.6785,0.22188,0.0261,47.658,13.59,0.11995,1.87,0.03348,0.01626,0.16836,0.6589,9.98,0.04448,0.009447,0.01626
2019/12/19,"7,165.50",0,128.42,0.18786,39.639,2.45,0.033025,0.002206,0.012973,0.04514,28.51,0.18682,3.726,0.005049,42.8,0.163,8.5958,1.6624,0.19791,0.0273,47.508,13.35,0.11695,1.81,0.03192,0.01577,0.16712,0.6312,9.51,0.04261,0.009261,0.01577
2019/12/20,"7,196.40",0,128.7,0.19512,40.097,2.4874,0.033875,0.002094,0.013358,0.04623,28.38,0.19298,4.0532,0.005395,43.31,0.1642,8.6058,1.6592,0.19465,0.0296,46.84,13.56,0.11859,1.92,0.03268,0.01592,0.16999,0.6535,9.72,0.04217,0.009452,0.01592
2019/12/21,"7,156.20",0,127.61,0.19146,39.678,2.4424,0.033047,0.002118,0.013511,0.04541,28.37,0.19157,4.0845,0.005316,42.57,0.16182,8.5059,1.6178,0.18911,0.0294,45.103,13.34,0.1204,1.86,0.03157,0.01573,0.1658,0.6465,9.77,0.04129,0.009307,0.01573
2019/12/22,"7,495.80",0,132.19,0.19642,41.834,2.5332,0.034381,0.002132,0.014877,0.04719,29.13,0.19192,4.1932,0.005514,44.19,0.16623,8.8906,1.6784,0.18883,0.0289,47.159,13.81,0.12441,1.92,0.03317,0.01621,0.17318,0.6506,9.82,0.04266,0.009709,0.01621
2019/12/23,"7,322.80",0,128.08,0.18978,40.687,2.5142,0.033122,0.002126,0.013788,0.04497,28.24,0.18371,4.008,0.005921,42.9,0.16152,8.5464,1.6139,0.18709,0.0285,47.092,13.35,0.11857,1.86,0.03227,0.01589,0.16285,0.6295,9.75,0.04246,0.009329,0.01589
2019/12/24,"7,268.30",0,128.05,0.19078,40.381,2.542,0.033878,0.002247,0.013523,0.04503,28.06,0.18314,3.9366,0.005974,41.74,0.15564,8.6934,1.6075,0.18575,0.0298,45.838,13.37,0.11791,1.84,0.03203,0.01538,0.16486,0.6216,9.69,0.04081,0.009233,0.01538
2019/12/25,"7,224.80",0,125.24,0.18863,40.102,2.4799,0.033378,0.002199,0.013187,0.04434,27.37,0.18118,4.0389,0.005847,40.77,0.15601,8.5993,1.5897,0.18366,0.0306,46.136,13.04,0.12037,1.78,0.03185,0.01521,0.16046,0.6066,9.43,0.0399,0.009186,0.01521
2019/12/26,"7,210.90",0,125.93,0.18924,40.088,2.5177,0.034153,0.002202,0.013352,0.04468,27.63,0.18142,4.4931,0.005483,39.96,0.15835,8.5222,1.5899,0.17866,0.0338,45.389,13.19,0.11911,1.85,0.03165,0.0148,0.16527,0.614,9.25,0.03886,0.009111,0.0148
2019/12/27,"7,261.70",0,126.41,0.18995,41.044,2.5699,0.032895,0.002104,0.013232,0.0458,27.59,0.18524,4.5107,0.005669,39.58,0.16202,8.726,1.6008,0.1774,0.0344,45.007,13.3,0.11922,1.88,0.03213,0.01434,0.16999,0.6267,9.32,0.03856,0.008954,0.01434
2019/12/28,"7,321.50",0,128.35,0.19309,42.751,2.6266,0.033663,0.002122,0.013483,0.04589,28.1,0.18461,4.4161,0.005667,41.85,0.16377,8.7727,1.6281,0.17899,0.035,45.579,13.71,0.11796,1.87,0.0328,0.01472,0.18582,0.6241,9.15,0.03916,0.009035,0.01472
2019/12/29,"7,397.50",0,134.4,0.19674,43.152,2.6853,0.034138,0.002153,0.013684,0.04616,29.1,0.19673,4.6146,0.005573,44.58,0.1681,9.2107,1.6661,0.19049,0.0331,46.62,14.11,0.11825,1.9,0.03277,0.01481,0.19197,0.6356,9.27,0.03939,0.009201,0.01481
2019/12/30,"7,261.80",0,131.83,0.19319,42.425,2.6262,0.033412,0.002038,0.013285,0.04558,28.32,0.18777,4.5948,0.005426,42.23,0.15988,8.9708,1.6402,0.18466,0.0318,46.236,13.89,0.11541,1.82,0.03159,0.01479,0.18864,0.6167,9.09,0.03905,0.008949,0.01479
2019/12/31,"7,196.40",0,129.21,0.19294,41.287,2.5839,0.032827,0.002015,0.013301,0.04495,27.66,0.18061,4.5028,0.005242,41.2,0.16018,8.6835,1.6111,0.18458,0.0301,44.555,13.73,0.11353,1.77,0.03206,0.0147,0.18077,0.6071,8.75,0.03864,0.009031,0.0147
2020/1/1,"7,199.80",0,130.75,0.19307,41.627,2.6033,0.033463,0.00204,0.013205,0.04527,28.1,0.18254,4.5086,0.005358,41.82,0.16097,8.8469,1.6039,0.18673,0.0314,45.768,13.7,0.11455,1.81,0.03304,0.01486,0.19625,0.6223,8.6,0.03813,0.009254,0.01486
2020/1/2,"6,967.00",0,127.19,0.18748,39.556,2.4583,0.032685,0.001999,0.012845,0.04357,26.91,0.17529,4.2385,0.005093,39.98,0.15829,8.4631,1.5386,0.18489,0.0326,45.488,13.03,0.10975,1.74,0.03085,0.01453,0.18285,0.5947,8.52,0.03705,0.009007,0.01453
2020/1/3,"7,343.10",0,134.27,0.19321,42.178,2.6363,0.034097,0.002042,0.013423,0.0456,28.4,0.18205,4.5717,0.005322,43.89,0.16653,8.8604,1.6318,0.20073,0.0329,50.822,13.65,0.11393,1.8,0.03171,0.01498,0.18646,0.6341,8.82,0.03855,0.008993,0.01498
2020/1/4,"7,376.80",0,134.33,0.19311,42.855,2.6472,0.034366,0.002307,0.013431,0.04566,30.2,0.18622,4.7563,0.005626,46.19,0.17334,9.0796,1.6412,0.1978,0.0356,50.452,13.85,0.11349,1.82,0.03184,0.01532,0.1888,0.6272,9.11,0.03887,0.008935,0.01532
2020/1/5,"7,372.50",0,135.59,0.19455,43.458,2.686,0.034616,0.00208,0.013534,0.04548,31.41,0.18617,4.868,0.005465,51.19,0.17191,9.0105,1.6297,0.21186,0.0363,53.678,14.07,0.1135,1.8,0.03211,0.01537,0.18713,0.6348,9.41,0.03896,0.009014,0.01537
2020/1/6,"7,759.10",0,144.08,0.22306,45.778,2.849,0.037313,0.002153,0.014671,0.05043,32.8,0.19597,5.0365,0.005732,56.6,0.18265,9.7526,1.7388,0.21595,0.0371,58.982,14.96,0.12429,1.94,0.03356,0.01695,0.19176,0.6848,9.66,0.04103,0.009919,0.01695
2020/1/7,"8,155.70",0,143.04,0.21351,46.4,2.8467,0.03704,0.002182,0.014345,0.04849,32.69,0.188,4.8336,0.005579,54.68,0.18602,9.8035,1.7329,0.19913,0.0336,58.555,15.02,0.11996,2.11,0.03349,0.01721,0.19265,0.6721,9.56,0.04166,0.009654,0.01721
2020/1/8,"8,059.60",0,140.81,0.20756,45.374,2.7755,0.036315,0.002138,0.014032,0.04764,30.82,0.21268,4.9508,0.005488,52.42,0.18061,9.4592,1.6813,0.19981,0.0343,59.321,14.54,0.11687,2.19,0.0327,0.01623,0.18244,0.659,9.59,0.04062,0.00934,0.01623
2020/1/9,"7,842.40",0,137.92,0.20372,44.784,2.7442,0.036155,0.002138,0.01397,0.04723,30.98,0.206,5.1843,0.005325,50.55,0.17706,9.3889,1.6371,0.19181,0.0335,58.84,14.4,0.11665,2.19,0.03248,0.01561,0.18494,0.6388,9.24,0.03892,0.009135,0.01561
2020/1/10,"8,187.10",0,144.81,0.21259,49.044,2.9816,0.03692,0.002208,0.014683,0.04798,34.09,0.2025,5.3466,0.005455,56.82,0.18987,9.8911,1.7307,0.20302,0.0318,58.427,15.06,0.11879,2.23,0.03176,0.01567,0.1879,0.6543,9.28,0.03983,0.009208,0.01567
2020/1/11,"8,024.10",0,142.67,0.21138,49.438,2.9929,0.03673,0.002179,0.014604,0.04831,34.92,0.20703,5.5527,0.005537,63.56,0.19158,9.712,1.7293,0.2065,0.0314,58.317,14.94,0.12025,2.28,0.03304,0.01596,0.18863,0.6722,9.49,0.03885,0.009094,0.01596
2020/1/12,"8,187.60",0,146.46,0.21529,51.383,3.2113,0.037861,0.002205,0.015025,0.04901,35.39,0.21791,5.5689,0.005524,66.21,0.19126,10.2596,1.7526,0.20466,0.0325,59.212,15.33,0.12143,2.24,0.0332,0.01605,0.18982,0.6937,9.52,0.03959,0.009481,0.01605
2020/1/13,"8,111.40",0,143.6,0.21141,49.591,3.1051,0.036834,0.002161,0.014648,0.04817,38.27,0.2102,5.4715,0.005406,69.44,0.18819,9.988,1.7043,0.21707,0.0317,57.892,15.17,0.12283,2.19,0.03292,0.016,0.18713,0.6691,9.5,0.03918,0.009699,0.016
2020/1/14,"8,829.20",0,166.07,0.23499,58.539,3.8218,0.041678,0.002356,0.016782,0.05289,44.15,0.23804,6.7971,0.005987,89.43,0.21015,11.2446,1.9203,0.22043,0.0328,62.665,16.65,0.13924,2.38,0.03599,0.01769,0.21408,0.7353,10.06,0.04165,0.010046,0.01769
2020/1/15,"8,818.30",0,166.45,0.23379,58.18,3.7707,0.042761,0.148228,0.017295,0.05484,55.06,0.24554,7.9864,0.006002,132.92,0.23249,11.4091,1.9737,0.24141,0.0355,68.397,17.62,0.14229,2.4,0.58588,0.01878,0.22014,0.7958,20.1,0.04174,0.010518,0.01878
2020/1/16,"8,726.90",0,164.36,0.22918,57.632,3.8331,0.04163,0.002323,0.017272,0.05369,51.3,0.24866,8.4084,0.005885,127.63,0.22782,11.2959,1.9365,0.24764,0.0363,65.751,17.04,0.14521,2.49,0.03626,0.01864,0.21777,0.7738,15.96,0.04203,0.010149,0.01864
2020/1/17,"8,913.10",0,170.22,0.23917,61.064,3.9146,0.04497,0.002479,0.017534,0.06086,62.04,0.25399,9.4804,0.006394,113.48,0.23813,11.8616,2.0928,0.27567,0.0383,68.947,18.07,0.15272,2.7,0.03963,0.01968,0.22878,0.8868,15.01,0.04512,0.010684,0.01968
2020/1/18,"8,916.30",0,174.19,0.2435,59.29,3.8031,0.044889,0.002503,0.017647,0.06147,51.75,0.24447,8.2995,0.006237,101.23,0.24598,11.9014,2.0346,0.2878,0.0373,67.112,17.81,0.15295,2.77,0.03886,0.01972,0.2233,0.8374,14.1,0.04474,0.010744,0.01972
2020/1/19,"8,706.20",0,166.92,0.23575,57.681,3.6129,0.041998,0.002423,0.016645,0.0601,51.75,0.23185,8.5217,0.005861,104.95,0.24665,11.2285,1.9324,0.25493,0.0357,65.222,17.36,0.14587,2.62,0.03741,0.01864,0.21407,0.7997,13.52,0.04305,0.009715,0.01864
2020/1/20,"8,641.90",0,166.87,0.23307,57.2,3.6183,0.043825,0.002467,0.016615,0.06262,53.53,0.23227,8.6383,0.005814,109.42,0.25167,11.1256,1.9222,0.26925,0.0349,64.987,17.31,0.15132,2.69,0.0407,0.01859,0.22312,0.7799,14.18,0.04265,0.010466,0.01859
2020/1/21,"8,732.60",0,169.41,0.23722,57.597,3.6511,0.046057,0.002389,0.017318,0.06282,53.09,0.24191,8.9366,0.005964,110.61,0.25018,11.2022,1.9512,0.26332,0.0341,65.986,18.09,0.15619,2.67,0.03819,0.01872,0.22096,0.835,14.09,0.04536,0.01062,0.01872
2020/1/22,"8,678.50",0,168.13,0.2372,58.309,3.6529,0.045749,0.002376,0.017424,0.06134,52.07,0.24186,9.3465,0.005862,107.75,0.24932,11.2468,1.9928,0.26231,0.0338,65.038,17.8,0.15549,2.65,0.04306,0.01949,0.21858,0.816,13.86,0.04463,0.01077,0.01949
2020/1/23,"8,405.10",0,162.8,0.22595,54.484,3.5713,0.043197,0.002287,0.01628,0.05835,49.51,0.22762,8.4429,0.005606,102.67,0.23598,10.6192,1.8906,0.25089,0.0333,62.602,17.04,0.14956,2.47,0.03938,0.01839,0.2077,0.7627,13.63,0.04407,0.010322,0.01839
2020/1/24,"8,439.90",0,162.55,0.22217,54.39,3.634,0.044951,0.002282,0.016354,0.05716,48.69,0.22705,8.6119,0.00558,100.28,0.23635,10.522,1.8902,0.26064,0.0335,61.546,17.05,0.15072,2.5,0.03938,0.01839,0.20785,0.7756,14.98,0.04305,0.010784,0.01839
2020/1/25,"8,341.60",0,160.44,0.2196,53.272,3.5018,0.04314,0.002248,0.016079,0.05605,48.87,0.22384,8.3945,0.005619,101.69,0.23327,10.3363,1.8639,0.27005,0.0336,61.494,16.96,0.15448,2.44,0.03837,0.01836,0.20444,0.7615,14.52,0.04195,0.010312,0.01836
2020/1/26,"8,607.80",0,167.9,0.23115,56.255,3.6466,0.044659,0.002296,0.016857,0.05838,53.47,0.23082,9.1797,0.00573,111.03,0.24446,10.7854,1.9355,0.28654,0.0352,63.878,17.46,0.17342,2.57,0.03992,0.01865,0.21198,0.7912,14.41,0.04354,0.011101,0.01865
2020/1/27,"8,866.60",0,170.27,0.23086,58.574,3.9619,0.047864,0.002355,0.017088,0.05973,55.5,0.23105,10.4253,0.005747,112.86,0.25101,11.0824,1.9982,0.28659,0.0349,65.558,17.64,0.17754,2.61,0.04004,0.01906,0.22602,0.8092,14.51,0.04411,0.011072,0.01906
2020/1/28,"9,377.30",1,175.74,0.23921,60.549,4.0403,0.052983,0.002415,0.018654,0.06073,56.85,0.23194,11.4127,0.005806,115.65,0.28642,11.3668,2.0523,0.28898,0.0356,67.712,17.99,0.18652,2.65,0.04225,0.01948,0.22221,0.8186,14.58,0.04574,0.010832,0.01948
2020/1/29,"9,298.90",1,173.86,0.23546,59.817,3.9703,0.053376,0.002417,0.018605,0.06087,61.68,0.2257,12.258,0.005733,121.71,0.30148,11.2123,2.066,0.27631,0.0361,69.92,17.9,0.21128,2.78,0.04069,0.02054,0.21837,0.8442,14.14,0.0463,0.010886,0.02054
2020/1/30,"9,507.30",1,184.59,0.24333,67.969,4.323,0.056155,0.002431,0.019494,0.06281,66.95,0.23326,12.2791,0.005683,122.03,0.29328,11.7296,2.1743,0.29353,0.0362,74.857,18.53,0.23832,2.91,0.04166,0.02133,0.22398,0.8887,14.7,0.04679,0.011024,0.02133
2020/1/31,"9,349.10",1,179.91,0.23938,68.044,4.1412,0.053852,0.002381,0.018712,0.06058,66.66,0.22808,11.3356,0.005765,115.73,0.29351,11.4422,2.1145,0.29492,0.0353,72.086,18.2,0.25822,2.83,0.045,0.02094,0.21964,0.9045,14.27,0.04497,0.010978,0.02094
2020/2/1,"9,381.60",1,183.64,0.24132,70.751,4.1519,0.056063,0.002432,0.019078,0.06225,66.64,0.23177,11.529,0.005996,116.66,0.30436,11.4266,2.1908,0.29914,0.036,73.218,18.24,0.27483,2.84,0.04948,0.03265,0.22452,0.9159,14.16,0.04828,0.014529,0.03265
2020/2/2,"9,334.90",1,188.5,0.25097,69.953,4.2154,0.055743,0.002439,0.019095,0.06344,66.1,0.23959,11.3625,0.006239,114.32,0.3083,12.0304,2.2585,0.30159,0.0377,74.896,18.41,0.31822,2.82,0.04691,0.03049,0.22418,0.9693,14.31,0.05622,0.013639,0.03049
2020/2/3,"9,296.60",1,189.79,0.25465,69.705,4.2011,0.057013,0.002416,0.019128,0.0643,64.93,0.23569,11.7808,0.006306,115.3,0.33438,11.8771,2.2909,0.31455,0.0392,76.86,18.46,0.36982,2.78,0.04893,0.03018,0.23548,0.9703,15.08,0.05487,0.013772,0.03018
2020/2/4,"9,193.90",1,188.93,0.26719,68.063,4.2289,0.055966,0.002512,0.019269,0.06633,64.86,0.2537,11.4145,0.00653,110.85,0.33091,12.1587,2.3058,0.35461,0.0423,75.227,18.17,0.51335,2.74,0.04792,0.02986,0.24348,0.9783,15.41,0.05559,0.014003,0.02986
2020/2/5,"9,611.80",1,203.83,0.27779,72.563,4.5292,0.059316,0.002598,0.020791,0.06907,71.07,0.25729,12.3388,0.006471,122.91,0.32585,12.7546,2.4377,0.34385,0.0431,77.804,19.25,0.43653,2.84,0.06063,0.03074,0.25178,1.0341,15.73,0.05858,0.015688,0.03074
2020/2/6,"9,772.00",1,213.16,0.28359,73.594,4.6023,0.060089,0.00266,0.022633,0.07117,70.27,0.27814,12.1318,0.0068,120.3,0.33067,12.9375,2.5425,0.35026,0.0475,78.225,20.62,0.4569,2.89,0.0589,0.03206,0.26483,1.1157,15.7,0.0574,0.015344,0.03206
2020/2/7,"9,818.60",1,223.51,0.27959,74.338,4.5944,0.059883,0.002786,0.022039,0.07195,68.3,0.27754,11.7021,0.006819,118.68,0.32118,12.788,2.5749,0.34881,0.051,79.554,22.03,0.41182,3.3,0.05921,0.03198,0.26386,1.131,15.9,0.05656,0.016,0.03198
2020/2/8,"9,895.50",1,223.23,0.27763,76.613,4.7646,0.060049,0.003171,0.021874,0.07091,70.63,0.27296,11.6961,0.006669,126.33,0.30724,12.6677,2.5865,0.3532,0.0562,80.642,21.76,0.40546,3.42,0.05891,0.03119,0.25586,1.1566,16.13,0.05737,0.015791,0.03119
2020/2/9,"10,151.50",1,228.59,0.28259,77.023,5.0095,0.061869,0.003228,0.021998,0.07327,71.5,0.29611,11.7111,0.006823,128.46,0.32156,14.2006,2.6956,0.35918,0.0649,87.699,24.28,0.4384,3.49,0.06459,0.03628,0.27293,1.1377,16.35,0.05874,0.017348,0.03628
2020/2/10,"9,854.10",1,222.95,0.27348,74.1,4.8949,0.060279,0.002983,0.022097,0.07081,69.62,0.28378,11.8255,0.006512,127.68,0.3167,13.5626,2.5997,0.36081,0.0603,84.757,25.14,0.40763,3.39,0.06405,0.03446,0.26459,1.1253,16.28,0.06046,0.01663,0.03446
2020/2/11,"10,229.50",1,236.76,0.28107,76.524,5.2472,0.063388,0.00307,0.022647,0.07394,72.36,0.30249,11.9358,0.007471,129.2,0.33174,13.7976,2.7008,0.36647,0.0642,90.234,25.68,0.41666,3.99,0.07438,0.03653,0.29259,1.1962,16.73,0.06363,0.017534,0.03653
2020/2/12,"10,317.70",1,265.58,0.30437,81.19,5.3303,0.068212,0.003053,0.023918,0.08009,73.69,0.31114,12.2187,0.007471,133.55,0.33318,14.8032,2.8069,0.38051,0.0622,95.635,26.43,0.42139,4,0.07388,0.03571,0.30304,1.2492,17.31,0.06587,0.018855,0.03571
2020/2/13,"10,235.10",1,268.75,0.32731,80.601,5.3655,0.068703,0.003002,0.023916,0.08333,71.52,0.31972,12.067,0.008061,131.27,0.32204,15.1355,2.8443,0.44573,0.0605,92.724,25.53,0.38465,3.88,0.06824,0.03911,0.29544,1.2817,16.2,0.06615,0.021354,0.03911
2020/2/14,"10,333.00",1,285.25,0.33587,82.965,5.3742,0.070744,0.003101,0.026382,0.08602,73.73,0.34652,12.0113,0.008302,133.19,0.32312,16.6804,3.029,0.4627,0.0618,94.922,26.32,0.39998,4.43,0.07245,0.03967,0.31121,1.3716,16.45,0.06679,0.022033,0.03967
2020/2/15,"9,907.70",1,264.87,0.30754,76.741,4.7394,0.064252,0.002903,0.023652,0.07908,64.54,0.31925,10.7159,0.007465,120.72,0.28829,15.0725,2.6884,0.43916,0.0573,89.088,24.28,0.36183,4.3,0.06796,0.03471,0.27886,1.2858,14.74,0.064,0.020857,0.03471
2020/2/16,"9,932.30",1,259.99,0.29316,74.866,4.3857,0.061864,0.002756,0.022265,0.07458,60.29,0.29939,9.5787,0.007095,111.17,0.27824,14.6823,2.4987,0.42334,0.0562,88.077,23.4,0.34807,4.46,0.06607,0.03307,0.26433,1.1821,14.37,0.06419,0.019715,0.03307
2020/2/17,"9,701.40",1,267.63,0.28708,73.341,4.3482,0.060156,0.002694,0.021773,0.07283,64.79,0.29161,9.6609,0.006746,114.67,0.28389,15.021,2.5028,0.42469,0.0556,82.489,23.45,0.34393,4.31,0.06209,0.03285,0.26682,1.1692,14.01,0.06264,0.018584,0.03285
2020/2/18,"10,158.40",1,282.26,0.29801,77.173,4.5813,0.062733,0.002839,0.022566,0.07593,66.61,0.30764,9.8567,0.007054,115.49,0.29063,15.4571,2.6347,0.47629,0.0653,86.157,24.04,0.38185,4.54,0.06561,0.03351,0.28209,1.1979,14.27,0.06564,0.020566,0.03351
2020/2/19,"9,609.40",1,259.12,0.27518,70.782,3.9976,0.057426,0.00261,0.020174,0.07013,62.36,0.28023,8.8366,0.006485,105.1,0.2671,14.0498,2.4449,0.48882,0.0579,77.843,22.31,0.36626,4.39,0.0601,0.031,0.25884,1.1005,13.49,0.06204,0.019347,0.031
2020/2/20,"9,602.40",1,257.39,0.27114,69.455,4.0002,0.058183,0.002651,0.019849,0.0704,60.74,0.27741,8.8824,0.006487,105.09,0.2647,14.0292,2.3903,0.50894,0.054,76.355,22.11,0.38872,4.27,0.05944,0.03107,0.25689,1.0819,13.8,0.06197,0.017569,0.03107
2020/2/21,"9,684.50",1,265.11,0.27422,73.291,4.0557,0.058568,0.002645,0.020135,0.07101,61.71,0.28774,9.4191,0.006634,107.47,0.26789,14.0268,2.4159,0.58123,0.0549,80.313,22.16,0.42288,4.27,0.06069,0.03174,0.26556,1.0962,13.54,0.06255,0.017512,0.03174
2020/2/22,"9,655.70",1,261.64,0.27492,74.818,4.1048,0.05821,0.002598,0.020009,0.07031,60.71,0.28053,9.502,0.006598,103.86,0.27031,13.7188,2.3916,0.56044,0.0509,79.027,22.03,0.40612,4.11,0.05937,0.03156,0.27162,1.1049,13.14,0.06237,0.01738,0.03156
2020/2/23,"9,942.70",1,274.72,0.28338,79.706,4.3831,0.061618,0.002678,0.021346,0.07322,63.51,0.2885,9.7505,0.006978,108.36,0.27837,14.3237,2.4909,0.59058,0.0578,85.329,22.81,0.40278,4.25,0.06114,0.03267,0.27651,1.1377,13.7,0.06431,0.019156,0.03267
2020/2/24,"9,662.70",1,265.65,0.27025,75.579,4.1267,0.059047,0.002582,0.019844,0.06914,60.69,0.2683,9.3564,0.006713,103.5,0.26209,13.3615,2.3593,0.57461,0.0516,79.273,22.14,0.36504,3.92,0.05659,0.03126,0.25717,1.0678,13.28,0.06242,0.017684,0.03126
2020/2/25,"9,317.20",1,246.96,0.25245,71.045,4.0879,0.056171,0.002476,0.018903,0.06413,57.28,0.25222,9.1925,0.006209,95.6,0.24797,12.3856,2.3819,0.55939,0.0434,76.649,20.24,0.32724,3.49,0.05051,0.02871,0.23459,0.9887,12.74,0.06019,0.016069,0.02871
2020/2/26,"8,800.30",1,224.3,0.22901,60.589,3.5353,0.049161,0.002344,0.016396,0.05879,51.52,0.23445,7.661,0.005557,84.47,0.21759,11.0077,2.0972,0.47791,0.0384,70.7,18.76,0.3016,3.56,0.04542,0.02391,0.2188,0.857,11.18,0.05682,0.01405,0.02391
2020/2/27,"8,818.60",1,227.53,0.23805,61.671,3.6172,0.049799,0.002327,0.017016,0.06022,52.85,0.24365,7.7067,0.005803,89.63,0.21512,11.4816,2.1219,0.53903,0.0405,70.163,19.2,0.30807,3.94,0.04961,0.02467,0.22123,0.8931,11.56,0.05688,0.014951,0.02467
2020/2/28,"8,697.50",0,226.93,0.23665,59.904,3.5142,0.048903,0.00229,0.017091,0.05843,50.85,0.2379,7.4506,0.005754,88.15,0.21577,11.3096,2.088,0.53474,0.0399,68.528,18.96,0.30721,4.16,0.04998,0.02421,0.21545,0.8547,11.34,0.05616,0.014658,0.02421
2020/2/29,"8,543.70",0,217.52,0.22902,58.078,3.5145,0.047121,0.002216,0.016481,0.05697,48.9,0.22941,7.3532,0.005617,85.31,0.21253,11.0997,2.0266,0.6488,0.0368,66.115,19.28,0.2945,4.06,0.04825,0.02415,0.21112,0.8238,11.12,0.05512,0.014599,0.02415
2020/3/1,"8,540.00",0,217.99,0.22734,57.768,3.5133,0.045697,0.002276,0.016451,0.0558,49.33,0.23023,7.7465,0.005429,84.78,0.2111,11.3179,2.032,0.79808,0.037,64.709,18.89,0.28702,3.86,0.04878,0.02422,0.20971,0.84,12.37,0.05518,0.014661,0.02422
2020/3/2,"8,904.80",1,231.87,0.2395,61.415,3.7127,0.049183,0.00235,0.017588,0.05955,52.53,0.25004,8.4529,0.005829,90.22,0.22385,12.0855,2.1806,0.69824,0.0415,68.902,19.93,0.31591,4.24,0.05363,0.02564,0.22782,0.8943,12.77,0.05752,0.015638,0.02564
2020/3/3,"8,761.40",1,223.94,0.23424,61.011,3.6283,0.048654,0.0025,0.017226,0.05814,50.92,0.25424,8.4769,0.005777,88.55,0.22384,11.5639,2.1461,0.66265,0.0422,65.758,19.63,0.33965,4.58,0.05356,0.02557,0.22391,0.8878,12.15,0.05658,0.015822,0.02557
2020/3/4,"8,757.90",1,224.38,0.23466,60.345,3.5929,0.049012,0.002424,0.017778,0.0586,50.14,0.26303,7.936,0.006039,86.98,0.22205,11.752,2.1531,0.68348,0.0471,65.573,19.98,0.32487,4.64,0.05242,0.02554,0.23189,0.8968,12.54,0.05652,0.016224,0.02554
